,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,variable,motivo
57953,1.0,0.0,1.0,,,72150.0,Departamento,surface_total,Descartado por dato faltante
57954,1.0,0.0,1.0,,,72200.0,Departamento,surface_total,Descartado por dato faltante
57955,1.0,0.0,1.0,,,73789.0,Departamento,surface_total,Descartado por dato faltante
57956,1.0,0.0,1.0,,,74825.0,Departamento,surface_total,Descartado por dato faltante
57957,1.0,0.0,1.0,,,83500.0,Departamento,surface_total,Descartado por dato faltante
57958,1.0,0.0,1.0,,,87000.0,Departamento,surface_total,Descartado por dato faltante
57959,1.0,0.0,1.0,,,88750.0,Departamento,surface_total,Descartado por dato faltante
57960,1.0,0.0,1.0,,,90000.0,Departamento,surface_total,Descartado por dato faltante
57961,1.0,0.0,3.0,,,91000.0,Departamento,surface_total,Descartado por dato faltante
57962,1.0,0.0,3.0,,,93000.0,Departamento,surface_total,Descartado por dato faltante
57963,1.0,0.0,3.0,,,94000.0,Departamento,surface_total,Descartado por dato faltante
57964,1.0,0.0,1.0,,,102000.0,Departamento,surface_total,Descartado por dato faltante
57965,1.0,0.0,1.0,,,112500.0,Departamento,surface_total,Descartado por dato faltante
57966,1.0,0.0,1.0,,,115290.0,Departamento,surface_total,Descartado por dato faltante
57967,1.0,0.0,1.0,,,117000.0,Departamento,surface_total,Descartado por dato faltante
57968,1.0,0.0,1.0,,,121700.0,Departamento,surface_total,Descartado por dato faltante
57969,1.0,0.0,1.0,,,126500.0,Departamento,surface_total,Descartado por dato faltante
57970,1.0,0.0,2.0,,,133500.0,Departamento,surface_total,Descartado por dato faltante
57971,1.0,0.0,1.0,,,144000.0,Departamento,surface_total,Descartado por dato faltante
57972,1.0,0.0,1.0,,,79500.0,Departamento,surface_total,Descartado por dato faltante
57973,1.0,0.0,1.0,,,89900.0,Departamento,surface_total,Descartado por dato faltante
57974,1.0,0.0,1.0,,,103900.0,Departamento,surface_total,Descartado por dato faltante
57976,1.0,0.0,1.0,,,129030.0,Departamento,surface_total,Descartado por dato faltante
57977,1.0,0.0,1.0,,,145000.0,Departamento,surface_total,Descartado por dato faltante
57978,1.0,0.0,1.0,,,112000.0,Departamento,surface_total,Descartado por dato faltante
57982,1.0,0.0,7.0,,,750000.0,Casa,surface_total,Descartado por dato faltante
57986,1.0,0.0,1.0,,,139000.0,Departamento,surface_total,Descartado por dato faltante
57987,1.0,0.0,1.0,,,139000.0,Departamento,surface_total,Descartado por dato faltante
57988,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
57989,1.0,0.0,2.0,,,125100.0,Departamento,surface_total,Descartado por dato faltante
57990,1.0,0.0,2.0,,,127100.0,Departamento,surface_total,Descartado por dato faltante
57991,1.0,0.0,2.0,,,131200.0,Departamento,surface_total,Descartado por dato faltante
57992,1.0,0.0,2.0,,,133300.0,Departamento,surface_total,Descartado por dato faltante
58024,1.0,0.0,1.0,,,60000.0,Departamento,surface_total,Descartado por dato faltante
58025,1.0,0.0,1.0,,,62000.0,Departamento,surface_total,Descartado por dato faltante
58026,1.0,0.0,1.0,,,84000.0,Departamento,surface_total,Descartado por dato faltante
58027,1.0,0.0,1.0,,,86000.0,Departamento,surface_total,Descartado por dato faltante
58028,1.0,0.0,1.0,,,87800.0,Departamento,surface_total,Descartado por dato faltante
58029,1.0,0.0,1.0,,,87800.0,Departamento,surface_total,Descartado por dato faltante
58030,1.0,0.0,1.0,,,97100.0,Departamento,surface_total,Descartado por dato faltante
58041,1.0,0.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
58042,1.0,0.0,1.0,,,115000.0,Departamento,surface_total,Descartado por dato faltante
58043,1.0,0.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
58044,1.0,0.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
58045,1.0,0.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
58046,1.0,0.0,1.0,,,80000.0,Departamento,surface_total,Descartado por dato faltante
58050,1.0,0.0,1.0,,,104478.0,Departamento,surface_total,Descartado por dato faltante
58051,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
58052,1.0,0.0,1.0,,,99500.0,Departamento,surface_total,Descartado por dato faltante
58053,1.0,0.0,1.0,,,129644.0,Departamento,surface_total,Descartado por dato faltante
58054,1.0,0.0,1.0,,,130309.0,Departamento,surface_total,Descartado por dato faltante
58055,1.0,0.0,1.0,,,132768.0,Departamento,surface_total,Descartado por dato faltante
58056,1.0,0.0,1.0,,,133373.0,Departamento,surface_total,Descartado por dato faltante
58057,1.0,0.0,1.0,,,134758.0,Departamento,surface_total,Descartado por dato faltante
58058,1.0,0.0,1.0,,,135227.0,Departamento,surface_total,Descartado por dato faltante
58059,1.0,0.0,1.0,,,140067.0,Departamento,surface_total,Descartado por dato faltante
58060,1.0,0.0,1.0,,,146399.0,Departamento,surface_total,Descartado por dato faltante
58061,1.0,0.0,1.0,,,151924.0,Departamento,surface_total,Descartado por dato faltante
58062,1.0,0.0,1.0,,,157620.0,Departamento,surface_total,Descartado por dato faltante
58063,1.0,0.0,1.0,,,160211.0,Departamento,surface_total,Descartado por dato faltante
58064,1.0,0.0,1.0,,,190146.0,Departamento,surface_total,Descartado por dato faltante
58065,1.0,0.0,1.0,,,194465.0,Departamento,surface_total,Descartado por dato faltante
58066,1.0,0.0,1.0,,,202136.0,Departamento,surface_total,Descartado por dato faltante
58068,1.0,0.0,1.0,,,59000.0,Departamento,surface_total,Descartado por dato faltante
58069,1.0,0.0,1.0,,,86000.0,Departamento,surface_total,Descartado por dato faltante
58070,1.0,0.0,1.0,,,92000.0,Departamento,surface_total,Descartado por dato faltante
58071,1.0,0.0,1.0,,,139000.0,Departamento,surface_total,Descartado por dato faltante
58074,1.0,0.0,1.0,,,100000.0,Departamento,surface_total,Descartado por dato faltante
58075,1.0,0.0,1.0,,,51500.0,Departamento,surface_total,Descartado por dato faltante
58076,1.0,0.0,1.0,,,52000.0,Departamento,surface_total,Descartado por dato faltante
58077,1.0,0.0,1.0,,,53500.0,Departamento,surface_total,Descartado por dato faltante
58078,1.0,0.0,1.0,,,58000.0,Departamento,surface_total,Descartado por dato faltante
58079,1.0,0.0,1.0,,,73000.0,Departamento,surface_total,Descartado por dato faltante
58080,1.0,0.0,1.0,,,75000.0,Departamento,surface_total,Descartado por dato faltante
58081,1.0,0.0,1.0,,,77000.0,Departamento,surface_total,Descartado por dato faltante
58082,1.0,0.0,1.0,,,80000.0,Departamento,surface_total,Descartado por dato faltante
58083,1.0,0.0,1.0,,,83000.0,Departamento,surface_total,Descartado por dato faltante
58084,1.0,0.0,1.0,,,85000.0,Departamento,surface_total,Descartado por dato faltante
58085,1.0,0.0,1.0,,,39064.0,Departamento,surface_total,Descartado por dato faltante
58086,1.0,0.0,1.0,,,39455.0,Departamento,surface_total,Descartado por dato faltante
58087,1.0,0.0,1.0,,,39455.0,Departamento,surface_total,Descartado por dato faltante
58088,1.0,0.0,1.0,,,39849.0,Departamento,surface_total,Descartado por dato faltante
58089,1.0,0.0,1.0,,,40650.0,Departamento,surface_total,Descartado por dato faltante
58090,1.0,0.0,1.0,,,40650.0,Departamento,surface_total,Descartado por dato faltante
58091,1.0,0.0,1.0,,,42517.0,Departamento,surface_total,Descartado por dato faltante
58092,1.0,0.0,1.0,,,43154.0,Departamento,surface_total,Descartado por dato faltante
58093,1.0,0.0,1.0,,,43316.0,Departamento,surface_total,Descartado por dato faltante
58094,1.0,0.0,1.0,,,43661.0,Departamento,surface_total,Descartado por dato faltante
58095,1.0,0.0,1.0,,,43802.0,Departamento,surface_total,Descartado por dato faltante
58096,1.0,0.0,1.0,,,43965.0,Departamento,surface_total,Descartado por dato faltante
58097,1.0,0.0,1.0,,,44316.0,Departamento,surface_total,Descartado por dato faltante
58098,1.0,0.0,1.0,,,44459.0,Departamento,surface_total,Descartado por dato faltante
58099,1.0,0.0,1.0,,,44625.0,Departamento,surface_total,Descartado por dato faltante
58100,1.0,0.0,1.0,,,44981.0,Departamento,surface_total,Descartado por dato faltante
58101,1.0,0.0,1.0,,,45018.0,Departamento,surface_total,Descartado por dato faltante
58102,1.0,0.0,1.0,,,45126.0,Departamento,surface_total,Descartado por dato faltante
58103,1.0,0.0,1.0,,,45294.0,Departamento,surface_total,Descartado por dato faltante
58104,1.0,0.0,1.0,,,45656.0,Departamento,surface_total,Descartado por dato faltante
58105,1.0,0.0,1.0,,,45693.0,Departamento,surface_total,Descartado por dato faltante
58106,1.0,0.0,1.0,,,45802.0,Departamento,surface_total,Descartado por dato faltante
58107,1.0,0.0,1.0,,,45974.0,Departamento,surface_total,Descartado por dato faltante
58108,1.0,0.0,1.0,,,46341.0,Departamento,surface_total,Descartado por dato faltante
58109,1.0,0.0,1.0,,,46379.0,Departamento,surface_total,Descartado por dato faltante
58110,1.0,0.0,1.0,,,46400.0,Departamento,surface_total,Descartado por dato faltante
58111,1.0,0.0,1.0,,,46489.0,Departamento,surface_total,Descartado por dato faltante
58112,1.0,0.0,1.0,,,46663.0,Departamento,surface_total,Descartado por dato faltante
58113,1.0,0.0,1.0,,,47036.0,Departamento,surface_total,Descartado por dato faltante
58114,1.0,0.0,1.0,,,47075.0,Departamento,surface_total,Descartado por dato faltante
58115,1.0,0.0,1.0,,,47187.0,Departamento,surface_total,Descartado por dato faltante
58116,1.0,0.0,1.0,,,47363.0,Departamento,surface_total,Descartado por dato faltante
58117,1.0,0.0,1.0,,,47741.0,Departamento,surface_total,Descartado por dato faltante
58118,1.0,0.0,1.0,,,47781.0,Departamento,surface_total,Descartado por dato faltante
58119,1.0,0.0,1.0,,,47895.0,Departamento,surface_total,Descartado por dato faltante
58120,1.0,0.0,1.0,,,48074.0,Departamento,surface_total,Descartado por dato faltante
58121,1.0,0.0,1.0,,,48284.0,Departamento,surface_total,Descartado por dato faltante
58122,1.0,0.0,1.0,,,48457.0,Departamento,surface_total,Descartado por dato faltante
58123,1.0,0.0,1.0,,,48497.0,Departamento,surface_total,Descartado por dato faltante
58124,1.0,0.0,1.0,,,48795.0,Departamento,surface_total,Descartado por dato faltante
58125,1.0,0.0,1.0,,,49184.0,Departamento,surface_total,Descartado por dato faltante
58126,1.0,0.0,1.0,,,49225.0,Departamento,surface_total,Descartado por dato faltante
58127,1.0,0.0,1.0,,,49342.0,Departamento,surface_total,Descartado por dato faltante
58128,1.0,0.0,1.0,,,49527.0,Departamento,surface_total,Descartado por dato faltante
58129,1.0,0.0,1.0,,,49594.0,Departamento,surface_total,Descartado por dato faltante
58130,1.0,0.0,1.0,,,49922.0,Departamento,surface_total,Descartado por dato faltante
58131,1.0,0.0,1.0,,,49963.0,Departamento,surface_total,Descartado por dato faltante
58132,1.0,0.0,1.0,,,50082.0,Departamento,surface_total,Descartado por dato faltante
58133,1.0,0.0,1.0,,,50090.0,Departamento,surface_total,Descartado por dato faltante
58134,1.0,0.0,1.0,,,50245.0,Departamento,surface_total,Descartado por dato faltante
58135,1.0,0.0,1.0,,,50270.0,Departamento,surface_total,Descartado por dato faltante
58136,1.0,0.0,1.0,,,50591.0,Departamento,surface_total,Descartado por dato faltante
58137,1.0,0.0,1.0,,,50671.0,Departamento,surface_total,Descartado por dato faltante
58138,1.0,0.0,1.0,,,50713.0,Departamento,surface_total,Descartado por dato faltante
58139,1.0,0.0,1.0,,,50747.0,Departamento,surface_total,Descartado por dato faltante
58140,1.0,0.0,1.0,,,51097.0,Departamento,surface_total,Descartado por dato faltante
58141,1.0,0.0,1.0,,,51254.0,Departamento,surface_total,Descartado por dato faltante
58142,1.0,0.0,1.0,,,51431.0,Departamento,surface_total,Descartado por dato faltante
58143,1.0,0.0,1.0,,,51473.0,Departamento,surface_total,Descartado por dato faltante
58144,1.0,0.0,1.0,,,51608.0,Departamento,surface_total,Descartado por dato faltante
58145,1.0,0.0,1.0,,,51767.0,Departamento,surface_total,Descartado por dato faltante
58146,1.0,0.0,1.0,,,52124.0,Departamento,surface_total,Descartado por dato faltante
58147,1.0,0.0,1.0,,,52645.0,Departamento,surface_total,Descartado por dato faltante
58148,1.0,0.0,1.0,,,53172.0,Departamento,surface_total,Descartado por dato faltante
58149,1.0,0.0,1.0,,,62948.0,Departamento,surface_total,Descartado por dato faltante
58151,1.0,0.0,1.0,,,68772.0,Departamento,surface_total,Descartado por dato faltante
58152,1.0,0.0,1.0,,,71295.0,Departamento,surface_total,Descartado por dato faltante
58153,1.0,0.0,1.0,,,71914.0,Departamento,surface_total,Descartado por dato faltante
58157,1.0,0.0,1.0,,,72992.0,Departamento,surface_total,Descartado por dato faltante
58160,1.0,0.0,1.0,,,81000.0,Departamento,surface_total,Descartado por dato faltante
58162,1.0,0.0,1.0,,,79750.0,Departamento,surface_total,Descartado por dato faltante
58163,1.0,0.0,1.0,,,82950.0,Departamento,surface_total,Descartado por dato faltante
58166,1.0,0.0,1.0,,,90550.0,Departamento,surface_total,Descartado por dato faltante
58170,1.0,0.0,1.0,,,4144561.0,Departamento,surface_total,Descartado por dato faltante
58171,1.0,0.0,1.0,,,108000.0,Departamento,surface_total,Descartado por dato faltante
58172,1.0,0.0,1.0,,,96000.0,Departamento,surface_total,Descartado por dato faltante
58173,1.0,0.0,1.0,,,112331.0,Departamento,surface_total,Descartado por dato faltante
58209,1.0,0.0,1.0,,,96360.0,Departamento,surface_total,Descartado por dato faltante
58210,1.0,0.0,1.0,,,96360.0,Departamento,surface_total,Descartado por dato faltante
58211,1.0,0.0,1.0,,,69000.0,Departamento,surface_total,Descartado por dato faltante
58212,1.0,0.0,1.0,,,94000.0,Departamento,surface_total,Descartado por dato faltante
58213,1.0,0.0,1.0,,,84000.0,Departamento,surface_total,Descartado por dato faltante
58214,1.0,0.0,1.0,,,130000.0,Departamento,surface_total,Descartado por dato faltante
58216,1.0,1.0,1.0,,,60000.0,Departamento,surface_total,Descartado por dato faltante
58218,1.0,1.0,1.0,,,85998.0,Departamento,surface_total,Descartado por dato faltante
58229,1.0,1.0,1.0,,,95000.0,Departamento,surface_total,Descartado por dato faltante
58232,1.0,1.0,1.0,,,178000.0,Departamento,surface_total,Descartado por dato faltante
58234,1.0,1.0,1.0,,,145495.0,Departamento,surface_total,Descartado por dato faltante
58238,1.0,1.0,1.0,,,60615.0,Departamento,surface_total,Descartado por dato faltante
58239,1.0,1.0,1.0,,,62300.0,Departamento,surface_total,Descartado por dato faltante
58240,1.0,1.0,1.0,,,64000.0,Departamento,surface_total,Descartado por dato faltante
58241,1.0,1.0,1.0,,,65000.0,Departamento,surface_total,Descartado por dato faltante
58242,1.0,1.0,1.0,,,65700.0,Departamento,surface_total,Descartado por dato faltante
58243,1.0,1.0,1.0,,,67400.0,Departamento,surface_total,Descartado por dato faltante
58244,1.0,1.0,1.0,,,69100.0,Departamento,surface_total,Descartado por dato faltante
58245,1.0,1.0,1.0,,,70800.0,Departamento,surface_total,Descartado por dato faltante
58246,1.0,1.0,1.0,,,72500.0,Departamento,surface_total,Descartado por dato faltante
58247,1.0,1.0,1.0,,,74100.0,Departamento,surface_total,Descartado por dato faltante
58248,1.0,1.0,1.0,,,75700.0,Departamento,surface_total,Descartado por dato faltante
58249,1.0,1.0,1.0,,,81261.0,Departamento,surface_total,Descartado por dato faltante
58250,1.0,1.0,1.0,,,81300.0,Departamento,surface_total,Descartado por dato faltante
58251,1.0,1.0,1.0,,,82359.0,Departamento,surface_total,Descartado por dato faltante
58252,1.0,1.0,1.0,,,82400.0,Departamento,surface_total,Descartado por dato faltante
58253,1.0,1.0,1.0,,,85200.0,Departamento,surface_total,Descartado por dato faltante
58254,1.0,1.0,1.0,,,85700.0,Departamento,surface_total,Descartado por dato faltante
58255,1.0,1.0,1.0,,,86800.0,Departamento,surface_total,Descartado por dato faltante
58256,1.0,1.0,1.0,,,87900.0,Departamento,surface_total,Descartado por dato faltante
58257,1.0,1.0,1.0,,,89000.0,Departamento,surface_total,Descartado por dato faltante
58258,1.0,1.0,1.0,,,90100.0,Departamento,surface_total,Descartado por dato faltante
58259,1.0,1.0,1.0,,,94500.0,Departamento,surface_total,Descartado por dato faltante
58260,1.0,1.0,1.0,,,96700.0,Departamento,surface_total,Descartado por dato faltante
58261,1.0,1.0,1.0,,,65082.0,Departamento,surface_total,Descartado por dato faltante
58262,1.0,1.0,1.0,,,79200.0,Departamento,surface_total,Descartado por dato faltante
58264,1.0,1.0,1.0,,,89078.0,Departamento,surface_total,Descartado por dato faltante
58267,1.0,1.0,1.0,,,112000.0,Departamento,surface_total,Descartado por dato faltante
58270,1.0,1.0,1.0,,,120000.0,Departamento,surface_total,Descartado por dato faltante
58277,1.0,1.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
58278,1.0,1.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
58279,1.0,1.0,1.0,,,118000.0,Departamento,surface_total,Descartado por dato faltante
58281,1.0,1.0,2.0,,,77500.0,Departamento,surface_total,Descartado por dato faltante
58283,1.0,1.0,1.0,,,52000.0,Departamento,surface_total,Descartado por dato faltante
58288,1.0,1.0,1.0,,,118857.0,Departamento,surface_total,Descartado por dato faltante
58289,1.0,1.0,1.0,,,123988.0,Departamento,surface_total,Descartado por dato faltante
58290,1.0,1.0,1.0,,,125522.0,Departamento,surface_total,Descartado por dato faltante
58291,1.0,1.0,1.0,,,125868.0,Departamento,surface_total,Descartado por dato faltante
58294,2.0,0.0,1.0,,,80000.0,Departamento,surface_total,Descartado por dato faltante
58358,2.0,1.0,1.0,,,80000.0,Departamento,surface_total,Descartado por dato faltante
58371,2.0,1.0,1.0,,,137335.0,Departamento,surface_total,Descartado por dato faltante
58375,2.0,1.0,1.0,,,194764.0,Departamento,surface_total,Descartado por dato faltante
58376,2.0,1.0,2.0,,,146100.0,Departamento,surface_total,Descartado por dato faltante
58377,2.0,1.0,2.0,,,147900.0,Departamento,surface_total,Descartado por dato faltante
58378,2.0,1.0,2.0,,,157600.0,Departamento,surface_total,Descartado por dato faltante
58379,2.0,1.0,2.0,,,171200.0,Departamento,surface_total,Descartado por dato faltante
